Age,Income,Credit_History,Loan_Amount,Existing_Debt,Employment_Status,Credit_Score
60,36472,1,40974,5516,1,0.0
53,17084,0,6109,15288,0,0.0
61,22455,2,33755,2531,1,0.0
27,20607,1,47937,10626,1,0.0
48,26919,0,29802,10661,0,0.0
23,29394,0,48899,18663,1,0.0
18,20819,2,46972,9559,1,0.0
24,21969,0,8106,10959,1,0.0
44,27333,2,41704,7305,1,0.0
38,21700,1,48762,154,1,0.0
45,41792,2,14658,11378,1,0.0
33,43311,0,21340,13657,0,0.0
63,46668,2,48948,17498,0,0.0
40,21945,2,13461,699,0,0.0
37,46992,1,27933,7565,1,1.0
55,45634,0,47491,12392,1,0.0
42,28630,2,13495,7109,0,0.0
45,34944,1,37291,8787,1,0.0
22,33360,1,18097,17397,0,0.0
38,22813,1,26532,15638,1,0.0
35,14601,1,36110,11,1,0.0
64,22930,1,45702,10135,1,0.0
23,14333,2,29717,7474,0,0.0
46,15399,2,43543,661,0,0.0
36,27839,0,46768,13629,0,0.0
50,30195,2,22331,7381,0,0.0
18,37848,0,48252,9614,0,0.0
62,33693,0,48883,5871,1,0.0
20,46450,0,36631,579,1,0.0
59,11854,2,44940,16879,1,0.0
38,41558,1,26399,14958,1,0.0
52,12985,0,30514,4225,0,0.0
58,29278,1,7496,13470,0,0.0
57,43326,0,35985,13079,0,0.0
20,29280,2,24946,15650,1,0.0
42,44022,0,44161,13854,0,0.0
62,25667,2,26434,2136,0,0.0
55,28065,1,43178,5063,1,0.0
62,31655,2,38310,16590,1,0.0
37,20006,1,15871,11623,0,0.0
61,16283,2,18390,3130,0,0.0
62,13325,0,16146,15455,0,0.0
51,40783,0,29107,18238,1,0.0
38,13143,2,20479,5264,1,0.0
40,45805,1,16183,7477,1,1.0
23,22417,1,23996,18044,1,0.0
30,41300,1,33224,7548,1,0.0
40,36526,2,15309,15712,1,0.0
26,38896,2,21173,4979,0,0.0
34,47443,2,15872,5046,0,0.0
19,37606,2,44800,8476,0,0.0
36,49916,1,36946,718,1,0.0
36,17551,1,32424,8693,1,0.0
24,45436,2,27707,16641,0,0.0
59,12246,2,9688,14387,0,0.0
59,49421,1,17854,18981,1,0.0
37,17649,1,42554,10114,1,0.0
26,10888,0,8681,8012,1,0.0
34,39424,2,26613,15805,0,0.0
44,21075,0,24879,3013,1,0.0
64,32699,1,46624,14065,1,0.0
19,19950,1,11078,887,1,0.0
53,15413,2,36356,11646,1,0.0
36,49305,0,32941,744,0,0.0
34,13569,1,6416,19820,0,0.0
22,11242,0,24492,1704,1,0.0
56,47097,0,30425,14611,1,0.0
35,40085,0,38675,4064,1,0.0
24,20487,0,13507,5226,1,0.0
34,28309,0,18573,18340,1,0.0
56,40771,2,33698,10718,1,0.0
53,36638,2,47478,18086,1,0.0
57,46163,0,23318,14540,1,0.0
62,31615,2,43719,4214,0,0.0
21,18039,1,9344,18885,0,0.0
55,18198,0,35992,11502,1,0.0
42,44354,2,45194,5127,0,0.0
22,13824,2,14993,9258,0,0.0
47,33999,1,44102,14120,0,0.0
29,13436,1,24006,16077,0,0.0
21,38014,1,14048,10007,1,0.0
41,26057,1,26949,10990,1,0.0
46,11310,0,15068,16148,1,0.0
26,19819,2,22909,6537,1,0.0
21,23457,2,36335,16581,0,0.0
41,10477,1,39184,7631,0,0.0
31,18906,2,6794,12507,0,0.0
22,19868,2,32641,4963,0,0.0
35,28546,2,7720,14429,1,0.0
59,43276,1,11826,17699,1,0.0
36,17319,2,33780,3341,1,0.0
29,43149,2,44563,15153,0,0.0
35,11845,2,42844,7747,1,0.0
34,33684,0,11369,8448,1,0.0
47,39858,0,46312,10940,1,0.0
41,36667,2,49191,2562,0,0.0
28,35293,2,47387,15596,1,0.0
52,34893,2,10826,18051,1,0.0
40,14629,2,7192,6413,1,0.0
34,15704,2,24920,19032,1,0.0
18,11776,2,28683,5734,0,0.0
32,41236,0,30692,8828,1,0.0
49,11244,1,40088,17963,0,0.0
26,11333,2,29255,16518,1,0.0
32,13669,2,21917,4120,1,0.0
45,27584,2,14409,2512,1,0.0
41,37277,1,20529,12149,1,0.0
52,11933,2,19795,1232,1,0.0
39,43514,2,16180,11564,0,0.0
44,34357,1,26735,9145,1,1.0
36,37071,2,23363,9730,1,1.0
62,16827,1,23460,17291,1,0.0
29,40844,1,49036,16346,0,0.0
37,35664,2,15136,5653,0,0.0
18,10792,0,16291,5158,1,0.0
38,49695,0,44009,4089,0,0.0
62,27651,2,17549,10980,1,0.0
18,49137,1,17021,19228,0,0.0
27,29074,1,9114,4301,1,0.0
64,17874,1,7584,12870,0,0.0
49,26676,2,14740,14747,0,0.0
56,49632,0,39256,4303,0,0.0
39,46790,1,25043,8596,0,0.0
35,28032,1,35743,4962,0,0.0
63,40885,2,18319,10510,0,0.0
49,21008,0,37995,12280,0,0.0
44,15171,0,25855,857,0,0.0
45,19589,2,10242,18776,1,0.0
35,28077,0,29007,6771,1,0.0
56,16710,2,34407,7559,1,0.0
46,30236,1,19850,16403,1,0.0
35,48227,2,26312,2420,1,1.0
61,24937,1,19094,11218,1,0.0
25,19754,2,45083,7923,0,0.0
48,35688,1,17988,16450,0,0.0
51,17048,1,18198,3133,0,0.0
24,32568,2,5698,785,1,1.0
53,42047,1,5437,14286,0,0.0
35,19483,0,27203,7735,0,0.0
55,27545,2,20995,18516,0,0.0
26,27413,0,43948,16135,0,0.0
26,38913,1,14876,17802,1,0.0
63,43746,1,23537,3690,0,0.0
25,18709,1,17902,1547,0,0.0
52,35358,2,27759,12463,1,0.0
35,21023,1,32490,16742,1,0.0
22,39851,0,26520,15166,1,0.0
31,38756,0,10278,1562,0,0.0
45,21145,2,38727,4386,0,0.0
47,31192,0,15031,18561,0,0.0
21,28839,2,29853,478,1,0.0
56,37410,2,25604,17031,0,0.0
37,21447,1,45355,263,1,0.0
42,31033,0,30919,3742,1,0.0
45,20129,0,26154,6646,1,0.0
29,40358,0,13906,11148,0,0.0
19,23907,1,19298,16213,1,0.0
60,31637,2,47465,5200,1,0.0
31,48196,0,6347,14810,0,0.0
39,32369,0,10008,15223,1,0.0
48,39481,0,29553,18389,1,0.0
40,41681,0,32018,14353,0,0.0
37,12589,1,9868,19524,0,0.0
55,33560,2,35905,129,1,0.0
21,13034,0,8960,9129,1,0.0
32,10169,0,14944,17198,0,0.0
41,36913,2,7505,5849,1,1.0
42,13239,1,28759,14,1,0.0
18,13415,1,23121,13807,1,0.0
24,29952,1,24063,10229,1,0.0
48,21408,1,36559,3488,0,0.0
29,13484,0,10760,13294,1,0.0
59,28225,2,46871,702,1,0.0
22,24923,2,18081,6575,0,0.0
61,30936,2,38126,15425,1,0.0
59,49612,1,35961,15440,1,0.0
55,29410,1,43721,14272,1,0.0
29,39997,2,38844,14368,1,0.0
56,46733,0,19088,6492,0,0.0
35,49952,1,12236,5499,0,0.0
19,31863,0,43439,18939,1,0.0
27,15380,2,27148,11178,0,0.0
32,30710,1,42742,3939,0,0.0
47,25285,0,41295,19722,0,0.0
61,37260,1,47564,17181,1,0.0
34,42879,2,38843,15706,1,0.0
21,26143,2,25432,3674,0,0.0
24,17413,2,21712,8634,0,0.0
58,41578,0,19433,1653,0,0.0
48,24726,1,32808,9154,0,0.0
56,37015,1,41245,12645,0,0.0
51,15983,1,44892,12908,0,0.0
23,29178,2,22386,15569,0,0.0
55,36990,0,30152,12034,1,0.0
62,20321,2,29902,815,1,0.0
51,46366,2,37662,6967,1,0.0
61,44294,0,19702,10728,1,0.0
32,44737,2,40589,17594,0,0.0
31,27886,2,47425,19518,1,0.0
23,32791,1,49185,16938,0,0.0
54,18301,0,31857,2792,1,0.0
49,45122,0,23764,6218,1,0.0
20,48087,1,13686,6908,0,0.0
20,42993,0,7416,13460,0,0.0
39,45779,1,30729,12254,1,0.0
39,46894,2,37671,11957,1,0.0
27,43381,0,7142,4302,1,0.0
20,24082,0,24772,7852,1,0.0
29,15458,2,30377,1264,1,0.0
46,32300,2,48002,14910,0,0.0
34,12699,0,5207,9085,0,0.0
24,39485,0,15846,15594,0,0.0
30,11019,0,46432,10364,0,0.0
19,42471,1,26511,18688,0,0.0
21,30270,0,29711,16066,0,0.0
27,32615,0,42124,3958,1,0.0
56,23698,2,30746,15566,0,0.0
41,48346,2,11024,5536,1,1.0
34,16729,1,35392,16057,1,0.0
23,49729,2,45373,14973,1,0.0
36,21171,0,39204,18201,1,0.0
22,23947,0,49531,17150,1,0.0
49,44725,1,27759,10751,1,0.0
27,29450,2,31724,16956,1,0.0
26,23300,2,46466,13712,1,0.0
44,29064,2,15797,5320,0,0.0
30,14441,1,30021,10524,0,0.0
36,29332,2,40549,17134,1,0.0
38,30115,2,38211,19195,1,0.0
41,43869,2,47500,19938,0,0.0
55,31868,0,48730,2418,1,0.0
21,30615,1,38334,5140,0,0.0
41,23615,0,24986,2988,1,0.0
52,24732,1,23320,854,1,0.0
20,35367,2,41951,2850,1,0.0
21,10981,0,45694,3379,1,0.0
54,31554,2,47612,193,1,0.0
57,35319,2,43569,13368,0,0.0
52,26130,1,21021,9672,1,0.0
48,28815,2,26199,11279,1,0.0
61,18566,0,10500,15079,0,0.0
42,36329,1,34666,7983,1,0.0
57,16349,1,10402,12057,0,0.0
30,20728,0,28371,13169,0,0.0
21,28375,2,42549,6969,0,0.0
63,31814,2,40454,6534,1,0.0
31,46214,2,20515,8120,0,0.0
30,31545,2,22587,9867,1,1.0
44,28953,2,42824,5790,1,0.0
23,12872,1,48897,16366,1,0.0
34,19368,1,12057,17057,0,0.0
53,44103,0,17099,3701,0,0.0
57,15413,2,27097,17744,1,0.0
52,39269,2,10183,11258,1,0.0
34,30156,2,25463,11338,0,0.0
58,23423,0,36060,11809,1,0.0
19,48062,2,21696,3067,0,0.0
30,11987,1,13354,1444,1,0.0
19,47597,2,22912,12217,0,0.0
45,28369,0,34361,5179,0,0.0
60,37868,1,26880,3353,0,0.0
43,21434,1,47525,5919,0,0.0
39,24548,1,20760,15556,1,0.0
64,26636,2,9768,13011,0,0.0
60,42383,0,28951,14834,1,0.0
20,27007,0,38166,13894,0,0.0
52,45924,2,22431,18154,0,0.0
29,40211,0,23326,12736,1,0.0
41,21328,1,32706,9894,0,0.0
22,13389,1,38007,16578,1,0.0
37,19458,0,31934,13996,1,0.0
56,12945,0,44232,4643,0,0.0
56,19352,2,38439,13746,1,0.0
30,20486,2,37224,1752,1,0.0
58,12092,2,29303,15135,0,0.0
62,46527,2,40229,660,1,0.0
29,15112,2,32969,2832,1,0.0
30,26937,2,25532,12821,0,0.0
27,47672,1,38855,8488,1,0.0
50,11112,0,11776,5613,0,0.0
57,45545,2,14334,16714,1,0.0
33,41740,1,42892,6777,0,0.0
62,33481,0,33484,12041,1,0.0
52,20025,0,33831,13142,1,0.0
20,44082,0,49919,9270,0,0.0
22,23562,2,28665,5401,1,0.0
43,21304,2,34205,3866,0,0.0
28,17015,2,12054,13029,1,0.0
24,15710,0,48468,6113,0,0.0
27,22588,0,6028,10877,0,0.0
59,30967,1,15368,1585,1,1.0
51,31904,1,26435,11999,0,0.0
20,34256,1,22054,2940,0,0.0
25,35052,1,42362,14105,1,0.0
48,25436,0,19611,13708,1,0.0
28,31815,2,18394,13218,0,0.0
62,25196,2,39623,17886,0,0.0
24,28089,2,35748,17129,0,0.0
62,27604,2,36724,2612,1,0.0
19,12506,1,48038,1508,0,0.0
23,42584,0,31582,1770,0,0.0
58,30709,2,18597,11971,0,0.0
49,48247,0,14880,1961,1,0.0
37,13090,1,25815,9787,0,0.0
51,49265,1,21953,7751,0,0.0
33,31552,2,27840,3658,1,1.0
42,39135,2,17886,465,0,0.0
29,24691,1,16966,18453,1,0.0
24,49761,1,30440,18827,0,0.0
56,43741,0,11514,13874,1,0.0
34,31661,1,42668,8336,1,0.0
62,16092,0,10349,7516,0,0.0
28,45674,1,6029,19432,0,0.0
23,10570,0,11616,4042,1,0.0
40,22084,1,39764,4202,1,0.0
44,10307,1,30824,6124,0,0.0
63,13742,0,31712,12437,0,0.0
23,38792,0,23471,7773,1,0.0
55,10765,2,30256,17671,0,0.0
19,34198,2,38142,8301,0,0.0
39,17735,1,49329,7503,0,0.0
37,26202,1,8045,14574,0,0.0
42,21377,0,19728,19174,1,0.0
32,24297,1,34713,861,0,0.0
46,18036,2,18838,8652,0,0.0
25,34369,0,27659,17488,1,0.0
54,44817,1,43717,5374,1,0.0
50,47443,0,38573,17127,0,0.0
39,11663,2,11352,18794,0,0.0
64,49244,2,44238,13768,1,0.0
22,22028,2,28030,4993,0,0.0
56,29823,1,38046,8634,1,0.0
35,25077,1,6405,1833,0,0.0
55,49911,1,46747,885,0,0.0
54,29631,1,12150,15319,0,0.0
47,11910,1,34623,3604,0,0.0
48,43500,1,22716,5357,0,0.0
27,29897,2,13065,16257,0,0.0
32,47377,2,17564,19605,1,0.0
59,21134,1,24531,8343,0,0.0
61,47224,2,45760,1596,0,0.0
35,36897,0,8449,15371,0,0.0
40,46103,1,38200,9726,0,0.0
50,17056,0,38777,9757,1,0.0
33,38950,1,12279,9142,1,1.0
55,12753,1,49809,11106,0,0.0
52,41941,2,10191,18876,0,0.0
51,44140,0,13508,4333,1,0.0
45,24234,2,10307,538,0,0.0
19,19636,1,9216,17152,0,0.0
47,13376,0,6365,2856,1,0.0
30,40783,1,44564,18505,1,0.0
58,26447,2,14127,5553,0,0.0
33,30329,1,24902,15657,0,0.0
22,26713,1,49747,9926,1,0.0
45,14858,2,40536,13,1,0.0
56,29472,1,5495,4707,0,0.0
62,26524,0,8592,4490,0,0.0
37,14539,2,7232,5993,1,0.0
41,28857,1,45816,19248,0,0.0
44,48362,2,24319,4102,1,1.0
47,46671,1,19667,1104,1,1.0
62,15364,2,18000,2812,1,0.0
44,10449,2,11719,6131,0,0.0
43,30830,0,9445,17035,1,0.0
24,31078,2,40135,6628,1,0.0
59,47574,0,15776,14841,0,0.0
64,10869,2,44323,14854,1,0.0
55,48847,2,22289,7831,1,1.0
22,38140,1,16419,17185,0,0.0
40,13659,1,12900,15997,1,0.0
45,46370,1,31403,6428,0,0.0
51,24385,2,33298,15641,0,0.0
32,29337,2,32156,10313,1,0.0
49,15131,0,42365,10176,1,0.0
43,11358,0,29037,4140,1,0.0
48,35614,0,10009,17936,1,0.0
36,26771,1,12235,2792,1,0.0
26,23603,1,31091,2723,0,0.0
46,26246,0,45726,2022,0,0.0
56,27216,2,43056,4188,1,0.0
21,30577,1,43904,603,1,0.0
20,21301,1,16195,7028,0,0.0
46,19515,0,44374,7150,1,0.0
28,36802,1,31248,14889,1,0.0
50,10891,0,31226,12030,1,0.0
55,31972,1,25779,15942,0,0.0
28,30932,2,15666,2775,0,0.0
44,14192,2,25379,3639,0,0.0
50,26128,1,36709,17822,0,0.0
38,32836,0,47850,850,1,0.0
56,34837,1,46266,16823,1,0.0
48,32778,0,35818,7800,1,0.0
55,26708,1,45537,6575,0,0.0
63,34232,2,35949,11187,1,0.0
19,49412,2,30853,19292,0,0.0
44,14782,1,39195,17641,1,0.0
53,36315,1,26997,17928,0,0.0
28,20052,1,40870,18289,1,0.0
64,29521,2,39114,11871,1,0.0
35,13898,2,46588,18199,1,0.0
18,27219,0,34871,2276,1,0.0
52,14154,1,6961,1450,1,0.0
52,45546,1,42380,3544,1,0.0
48,23809,2,47507,15337,1,0.0
45,35972,1,10690,4906,1,1.0
56,49177,0,20168,5848,1,0.0
18,22523,1,10458,9290,0,0.0
42,47081,2,31942,17506,0,0.0
60,32030,1,15033,10752,0,0.0
55,30105,2,13047,7284,0,0.0
37,34295,0,9902,11970,0,0.0
20,21864,0,6496,18560,0,0.0
19,22876,1,32664,10613,1,0.0
35,28055,1,47203,15934,1,0.0
61,43684,2,9582,14155,0,0.0
27,31972,0,34482,4837,0,0.0
22,35493,0,39811,6333,1,0.0
26,19325,0,41144,15966,1,0.0
19,46775,0,46476,16674,1,0.0
51,30373,1,36872,12123,1,0.0
55,46253,1,22218,17802,0,0.0
48,31181,2,22007,5593,0,0.0
27,20961,0,25366,14474,1,0.0
29,27705,1,34827,18372,0,0.0
53,46122,1,43208,8759,0,0.0
38,36104,0,38264,19422,1,0.0
64,23509,1,36607,2303,1,0.0
23,17101,2,32005,16692,1,0.0
20,14743,2,48223,18522,1,0.0
27,18951,0,36475,18580,0,0.0
22,17014,2,21926,461,1,0.0
63,46180,1,38683,12922,1,0.0
43,18219,2,23185,15744,0,0.0
38,17163,1,16274,4732,1,0.0
62,12470,0,38947,17029,1,0.0
43,26543,0,48215,9588,0,0.0
55,29276,1,39839,19652,1,0.0
61,46881,1,46766,12477,1,0.0
43,23414,2,32314,12366,0,0.0
25,17749,1,44913,9762,1,0.0
22,34182,0,47494,17199,1,0.0
32,21914,1,35288,18289,0,0.0
33,25007,2,30892,8040,0,0.0
18,40951,2,30682,12359,1,0.0
33,42608,1,6589,4898,1,1.0
54,31383,2,35809,3204,1,0.0
20,23042,2,23870,12062,1,0.0
64,35412,0,13679,1129,0,0.0
48,23181,1,13803,13982,0,0.0
30,13405,0,47357,10247,0,0.0
33,40868,0,44982,18181,1,0.0
60,20862,2,48153,19798,0,0.0
38,38688,0,32650,18868,1,0.0
19,40945,1,14529,17072,1,0.0
44,22939,1,33998,13187,0,0.0
55,38931,1,15392,16180,0,0.0
43,48616,0,42265,7038,0,0.0
55,49585,1,9583,12062,1,0.0
63,48911,1,31690,19223,0,0.0
42,32942,0,15328,19458,1,0.0
28,15272,0,26638,2525,0,0.0
25,34265,0,21238,18401,1,0.0
25,38668,0,44113,3378,0,0.0
50,26024,2,27955,11800,1,0.0
24,41899,0,26682,9243,1,0.0
55,13747,0,21462,19481,0,0.0
38,19297,1,10652,7524,1,0.0
25,11607,1,21761,14688,0,0.0
38,31458,0,35235,14350,1,0.0
37,37973,0,29351,6448,0,0.0
25,33117,0,16176,1277,0,0.0
63,26450,1,43709,6766,1,0.0
48,25535,1,38914,8711,0,0.0
46,39355,0,30639,7353,1,0.0
26,17645,1,7216,8578,1,0.0
32,14158,1,32415,15240,0,0.0
47,26786,0,37657,7667,0,0.0
43,40911,1,43217,13,1,0.0
27,36578,0,22847,19859,1,0.0
46,14166,2,22900,11768,1,0.0
33,29309,2,16242,16387,1,0.0
53,25076,2,36073,3290,1,0.0
37,29377,1,42191,11851,0,0.0
62,19278,2,22910,13470,0,0.0
54,43539,1,33186,7930,1,0.0
39,21440,0,19978,14045,1,0.0
24,36245,2,18606,12991,1,0.0
40,32097,1,37031,4826,0,0.0
58,18167,2,12421,7540,0,0.0
57,11556,1,7548,6160,0,0.0
46,11151,1,12252,3973,1,0.0
33,31698,0,17849,12250,0,0.0
55,27601,1,9608,19617,0,0.0
45,36807,1,30091,17770,0,0.0
55,30328,2,11745,7543,0,0.0
48,18039,0,40830,17581,1,0.0
31,16303,1,43049,18669,1,0.0
50,29053,2,42530,15522,0,0.0
26,41644,0,35222,13301,0,0.0
44,45745,1,14640,12181,1,0.0
41,30762,2,38734,19343,1,0.0
30,33611,0,27078,17645,0,0.0
43,10422,0,37875,13929,0,0.0
46,41275,0,28565,8779,0,0.0
60,36597,0,49054,17924,1,0.0
45,21985,1,46582,8985,0,0.0
45,38707,1,5509,13547,1,0.0
25,13372,0,11815,6320,0,0.0
40,26083,0,47024,16502,0,0.0
46,44710,1,47398,17597,1,0.0
22,35816,2,41639,8805,0,0.0
59,19950,0,37408,14700,0,0.0
24,44247,1,27892,14284,0,0.0
59,14626,1,18276,7503,0,0.0
53,36408,2,44932,19857,0,0.0
58,20777,1,8500,11489,1,0.0
44,15147,0,17546,17673,0,0.0
63,15443,1,45526,18764,1,0.0
19,10079,0,20042,223,1,0.0
42,41282,1,43838,12859,1,0.0
26,48345,0,43153,11015,1,0.0
44,22901,0,5229,11206,0,0.0
18,12223,1,29725,5679,1,0.0
40,45337,0,38677,19024,1,0.0
27,23768,1,16720,13096,1,0.0
59,27507,1,36879,14202,1,0.0
42,26249,1,22018,1023,1,0.0
20,45391,0,36118,17927,1,0.0
23,44171,1,9717,1779,1,1.0
23,17485,2,23574,18084,0,0.0
19,39784,0,18235,12122,0,0.0
35,34617,2,10189,15780,0,0.0
40,47748,2,26323,10426,1,0.0
19,13878,2,28465,12536,0,0.0
29,11949,2,41242,11351,1,0.0
39,29844,1,16972,3983,0,0.0
54,30881,2,44962,14105,0,0.0
37,31614,0,6865,9215,0,0.0
56,33828,2,38066,14581,0,0.0
41,19958,2,41493,15262,1,0.0
37,18697,2,32967,15770,0,0.0
18,31624,1,9540,7385,1,1.0
18,25493,2,32773,17209,0,0.0
34,31199,2,48065,2736,0,0.0
18,10256,2,17464,19790,1,0.0
62,44488,0,42582,19158,1,0.0
47,40493,1,18596,10051,1,0.0
58,33731,1,36385,10531,1,0.0
64,17076,1,20386,2734,1,0.0
20,11071,0,24906,1492,0,0.0
63,44390,2,25802,9139,1,1.0
28,12066,0,11818,682,1,0.0
41,35645,1,45930,13894,1,0.0
39,43665,1,43257,18624,1,0.0
61,39412,1,43853,11946,1,0.0
62,41835,0,14037,100,1,0.0
43,48549,1,9185,1093,0,0.0
30,36578,2,41994,13485,1,0.0
18,19883,0,29480,10683,1,0.0
41,32217,2,12692,8624,0,0.0
27,20707,1,24999,5334,0,0.0
52,23140,1,11805,536,0,0.0
41,21093,0,8157,16984,0,0.0
45,26500,2,39873,9858,0,0.0
53,48553,0,42944,2755,0,0.0
33,16507,2,38761,8510,1,0.0
57,42586,1,18705,15645,0,0.0
33,15830,0,24480,10054,1,0.0
34,40608,0,37957,11924,0,0.0
32,47329,2,36678,1527,0,0.0
33,34511,1,31699,443,0,0.0
32,43427,1,31994,15649,1,0.0
51,28506,2,34570,8578,0,0.0
28,38395,2,24282,5674,0,0.0
18,37126,2,17793,5195,0,0.0
32,39466,2,31542,1869,0,0.0
43,27970,2,25633,10203,0,0.0
21,14682,1,44814,11543,0,0.0
60,20939,1,20637,16663,1,0.0
22,18826,0,24795,770,0,0.0
52,33371,1,33522,17337,0,0.0
30,39946,2,14238,1559,0,0.0
27,34359,1,32149,19830,0,0.0
28,29266,1,48886,11559,0,0.0
35,48017,1,31534,6982,1,0.0
51,29195,0,14256,18824,0,0.0
56,37315,0,5517,108,1,0.0
58,28268,2,17425,9147,1,0.0
59,19710,2,26602,7078,0,0.0
40,24161,0,19676,19744,0,0.0
24,41821,1,26819,19873,0,0.0
56,19729,1,15781,317,1,0.0
20,36913,0,23656,340,1,0.0
29,32184,2,40076,13628,0,0.0
24,33279,1,30678,4444,0,0.0
43,36570,2,9792,18458,1,0.0
50,45133,1,16955,12688,1,0.0
54,23195,2,13268,16041,1,0.0
32,27238,1,23693,12655,0,0.0
19,25552,2,45676,10582,0,0.0
58,12728,2,30601,12180,0,0.0
24,33557,2,31640,13191,1,0.0
49,14938,0,9439,13384,0,0.0
21,41202,2,18227,11385,0,0.0
37,10131,0,48701,12128,1,0.0
53,35692,0,34517,12473,0,0.0
49,29977,2,34702,6979,1,0.0
45,43061,0,11389,2366,0,0.0
30,37264,0,33575,12881,0,0.0
18,35575,0,49188,15327,0,0.0
52,24727,1,24942,1565,0,0.0
47,20488,2,29392,3704,0,0.0
53,30069,0,22229,4201,0,0.0
42,34400,2,30268,12705,0,0.0
33,34146,0,17240,12209,1,0.0
36,16846,2,36000,12929,1,0.0
18,33694,0,6332,10444,0,0.0
22,31740,1,16229,8756,1,1.0
39,40996,1,11300,3453,1,1.0
41,42125,1,22658,15656,0,0.0
60,32970,0,44934,9494,1,0.0
62,20895,2,30820,14524,0,0.0
54,48071,0,5337,18974,0,0.0
53,32258,1,41062,257,1,0.0
53,33354,0,34906,14788,0,0.0
21,40641,2,18445,1046,1,1.0
53,18444,1,6867,6646,1,0.0
35,19611,0,33581,18616,1,0.0
33,20528,2,28298,16432,1,0.0
58,10999,1,5494,1853,1,0.0
35,13760,2,9642,12046,1,0.0
39,46884,2,41654,2068,1,0.0
19,47179,1,13352,13416,1,0.0
38,31941,0,7036,7457,0,0.0
53,36022,0,19722,5823,0,0.0
61,46451,0,21186,228,1,0.0
56,36521,0,47467,3252,1,0.0
64,39639,2,26467,351,1,1.0
56,44621,0,30951,2272,0,0.0
46,41449,0,7281,17241,1,0.0
43,23079,2,35695,14649,1,0.0
38,16895,2,47828,9068,1,0.0
34,37979,1,6601,4194,1,1.0
33,22552,2,49787,13699,1,0.0
48,37394,1,49440,18776,1,0.0
26,42276,1,6299,3324,1,1.0
48,43630,0,19794,11143,0,0.0
31,14527,0,35148,6261,1,0.0
54,22247,0,34713,1432,0,0.0
19,27603,2,21026,480,1,0.0
63,46563,2,36097,2970,0,0.0
31,10527,0,23430,1665,1,0.0
50,12922,0,40649,16712,0,0.0
52,15849,2,26858,19638,0,0.0
56,40300,1,23582,14265,1,0.0
64,37780,1,8332,8608,0,0.0
37,38140,0,38871,7250,1,0.0
19,27230,0,8177,18685,1,0.0
58,36693,0,33170,944,1,0.0
36,16959,1,49434,2052,0,0.0
54,45854,0,35603,10542,0,0.0
35,29667,1,39945,7703,0,0.0
33,36401,2,25885,1451,1,1.0
21,13323,2,43809,11203,1,0.0
29,10445,2,34728,10975,0,0.0
46,27409,0,13727,7918,1,0.0
24,19963,2,19532,13965,1,0.0
31,25437,1,44828,1586,0,0.0
29,26855,1,30645,16773,1,0.0
52,26411,1,29708,3728,1,0.0
22,20847,0,21647,12299,0,0.0
34,13236,0,20956,6480,0,0.0
59,23487,1,44736,19038,0,0.0
49,21848,1,23436,14464,1,0.0
27,23155,1,42714,4106,1,0.0
60,21255,1,20068,8681,1,0.0
34,11979,2,27209,18703,0,0.0
22,31305,1,18732,11120,1,0.0
62,19007,0,27428,11355,0,0.0
59,45094,0,9089,6152,1,0.0
26,45098,0,35788,19318,1,0.0
50,34030,0,32423,19207,1,0.0
53,43770,0,38125,2505,1,0.0
53,19734,1,18999,14786,1,0.0
35,16448,1,43273,7798,1,0.0
26,49605,2,13942,6934,1,1.0
46,22396,2,20840,9003,0,0.0
31,37881,2,8250,16439,1,0.0
42,41177,1,7258,8899,0,0.0
32,45297,2,46870,14714,1,0.0
23,46680,1,38351,15861,0,0.0
59,27916,0,24822,17393,0,0.0
46,41239,1,19501,3316,0,0.0
32,44189,1,15768,13059,1,0.0
46,23510,0,30728,3489,0,0.0
21,34966,0,23167,9592,0,0.0
35,32152,0,25916,15201,0,0.0
61,29202,2,10117,17577,1,0.0
56,36445,2,45706,4994,0,0.0
33,21152,2,15333,7506,0,0.0
28,15617,0,37302,1497,0,0.0
31,11195,2,19922,9442,0,0.0
20,48997,0,44514,2410,1,0.0
59,35433,0,23517,11742,0,0.0
55,15305,0,30317,8666,0,0.0
62,18077,2,11120,19950,0,0.0
59,41385,2,7477,6927,0,0.0
35,47968,0,26342,15421,0,0.0
37,43062,2,11137,8462,1,1.0
42,16097,1,40644,6017,0,0.0
55,49180,2,37810,7005,1,0.0
30,16678,0,43597,19935,0,0.0
21,42121,0,13595,14109,0,0.0
31,31404,0,30902,4457,1,0.0
50,15743,1,48176,9186,1,0.0
45,26494,0,27730,17152,1,0.0
54,19678,0,44617,13330,0,0.0
25,47632,2,11686,5074,1,1.0
61,11648,1,48109,9123,1,0.0
51,25677,2,34113,14298,0,0.0
61,32765,0,36926,14797,0,0.0
22,12381,0,20661,7191,0,0.0
22,26489,1,39654,7548,0,0.0
48,21745,0,6303,19352,1,0.0
62,15818,1,22496,13064,1,0.0
26,43149,2,27424,2659,1,1.0
59,37312,1,12452,633,0,0.0
49,47124,2,31474,15716,0,0.0
50,48686,0,43886,3228,0,0.0
20,11316,2,36873,17632,0,0.0
47,15454,2,46207,17366,1,0.0
29,23107,2,49220,2510,1,0.0
46,14074,1,19426,15616,0,0.0
20,31188,2,38335,989,0,0.0
43,41968,1,35541,1616,0,0.0
